source,target,relation,weight
doc:8,person:Amelie Tarschys Ingre,mentions_person,1
doc:9,case:RS-2026-0368,belongs_to,1
doc:9,topic:healthcare,mentions_topic,1
doc:9,topic:transport,mentions_topic,1
doc:9,topic:governance,mentions_topic,1
doc:9,person:Sandra Ivanovic Rubin,mentions_person,1
doc:9,"person:Amelie Tarschys 
Ingre",mentions_person,1
doc:9,person:Talla Alkurdi,mentions_person,1
doc:9,"person:Region 
Stockholm",mentions_person,1
doc:9,person:Sandra Ivanovic Rubin,mentions_person,1
doc:10,case:RS-2026-0369,belongs_to,1
doc:10,topic:budget,mentions_topic,1
doc:10,topic:healthcare,mentions_topic,1
doc:10,topic:governance,mentions_topic,1
doc:10,person:Moderaterna INTERPELLATION,mentions_person,1
doc:10,person:Axel Conradi,mentions_person,1
doc:10,"person:Axel Conradi 
Moderaterna",mentions_person,1
doc:11,case:RS-2026-0369,belongs_to,1
doc:11,topic:budget,mentions_topic,1
doc:11,topic:healthcare,mentions_topic,1
doc:11,person:Talla Alkurdi,mentions_person,1
doc:11,person:Axel Conradi,mentions_person,1
doc:11,"person:Region 
Stockholm",mentions_person,1
doc:11,"person:Västra 
Götalandsregionen",mentions_person,1
doc:11,"person:Region 
Stockholm",mentions_person,1
doc:11,person:För Mittenkoalitionen,mentions_person,1
doc:11,person:Talla Alkurdi,mentions_person,1
doc:12,case:RS-2026-0374,belongs_to,1
doc:12,topic:healthcare,mentions_topic,1
doc:12,topic:transport,mentions_topic,1
doc:12,topic:governance,mentions_topic,1
doc:12,person:Pär Hommerberg,mentions_person,1
doc:12,person:Diskrimineringsombudsmannen DO,mentions_person,1
doc:12,person:Region Skåne,mentions_person,1
doc:12,"person:Region 
Stockholm",mentions_person,1
doc:12,"person:Pär Hommerberg 
Liberalerna",mentions_person,1
doc:13,case:RS-2026-0374,belongs_to,1
doc:13,topic:healthcare,mentions_topic,1
doc:13,person:Talla Alkurdi,mentions_person,1
doc:13,person:Pär Hommerberg,mentions_person,1
doc:13,person:Pär Hommerberg,mentions_person,1
doc:13,"person:Region
Stockholm",mentions_person,1
doc:13,person:Talla Alkurdi,mentions_person,1
doc:14,case:RS-2026-0375,belongs_to,1
doc:14,topic:healthcare,mentions_topic,1
doc:14,topic:transport,mentions_topic,1
doc:14,topic:governance,mentions_topic,1
doc:14,person:Moderaterna INTERPELLATION,mentions_person,1
doc:14,person:Charlotte Broberg,mentions_person,1
doc:14,"person:ME 
  
Den",mentions_person,1
doc:14,"person:RME 
Stockholm",mentions_person,1
doc:14,person:Moderaterna INTERPELLATION,mentions_person,1
doc:14,person:Moderaterna INTERPELLATION,mentions_person,1
doc:14,"person:Charlotte Broberg 
Moderaterna",mentions_person,1
doc:15,case:RS-2026-0375,belongs_to,1
doc:15,topic:healthcare,mentions_topic,1
doc:15,topic:transport,mentions_topic,1
doc:15,topic:governance,mentions_topic,1
doc:15,person:Talla Alkurdi,mentions_person,1
doc:15,person:Charlotte Broberg,mentions_person,1
doc:15,"person:ME 
 
Charlotte Broberg",mentions_person,1
doc:15,person:Karolinska Universitetssjukhuset,mentions_person,1
doc:15,person:Talla Alkurdi,mentions_person,1
doc:16,case:RS-2026-0363,belongs_to,1
doc:16,topic:budget,mentions_topic,1
doc:16,topic:transport,mentions_topic,1
doc:16,topic:governance,mentions_topic,1
doc:16,person:Moderaterna INTERPELLATION,mentions_person,1
doc:16,person:Anna Malm Kelfve,mentions_person,1
doc:16,person:Anna Malm Kelfve,mentions_person,1
doc:17,case:RS-2026-0363,belongs_to,1
doc:17,topic:budget,mentions_topic,1
doc:17,topic:transport,mentions_topic,1
doc:17,topic:governance,mentions_topic,1
doc:17,"person:Trafikregionråd 
Jakop Dalunde",mentions_person,1
doc:17,person:Anna Malm Kelfve,mentions_person,1
doc:17,person:Anna Malm Kelfve,mentions_person,1
doc:17,person:Enligt Trafikförvaltningen,mentions_person,1
doc:17,person:Jakop Dalunde,mentions_person,1
doc:18,case:RS-2026-0205,belongs_to,1
doc:18,topic:healthcare,mentions_topic,1
doc:18,topic:transport,mentions_topic,1
doc:18,topic:governance,mentions_topic,1
doc:18,person:Amelie Tarschys Ingre,mentions_person,1
doc:18,person:Amelie Tarschys Ingre,mentions_person,1
doc:19,case:RS-2026-0205,belongs_to,1
doc:19,topic:ai,mentions_topic,1
doc:19,topic:budget,mentions_topic,1
doc:19,topic:healthcare,mentions_topic,1
doc:19,topic:transport,mentions_topic,1
doc:19,topic:governance,mentions_topic,1
doc:19,"person:Finansregionrådet 
Aida",mentions_person,1
doc:19,person:Amelie Tarschys Ingre,mentions_person,1
doc:19,"person:Region 
Stockholms",mentions_person,1
doc:19,person:Amelie Tarschys Ingre,mentions_person,1
doc:19,"person:Region 
Stockholm",mentions_person,1
doc:19,"person:Nämndordförande 
Göran Stiernstedt",mentions_person,1
doc:19,person:Christophe Pedroletti,mentions_person,1
doc:19,"person:Region 
Stockholms",mentions_person,1
doc:20,case:RS-2026-0367,belongs_to,1
doc:20,topic:transport,mentions_topic,1
doc:20,topic:governance,mentions_topic,1
doc:20,person:Line El Yafi,mentions_person,1
doc:20,"person:Vanessa 
Stjernborg",mentions_person,1
doc:20,person:Lina El Yafi,mentions_person,1
doc:21,case:RS-2026-0367,belongs_to,1
doc:21,topic:transport,mentions_topic,1
doc:21,topic:governance,mentions_topic,1
doc:21,"person:Trafikregionråd  
Jakop Dalunde",mentions_person,1
doc:21,person:Lina El Yafi,mentions_person,1
doc:21,person:Lina El Yafi,mentions_person,1
doc:21,"person:Region 
Stockholm",mentions_person,1
doc:21,person:Jakop Dalunde,mentions_person,1
doc:22,case:RS-2026-0376,belongs_to,1
doc:22,topic:transport,mentions_topic,1
doc:22,topic:governance,mentions_topic,1
doc:22,person:Pär Hommerberg,mentions_person,1
doc:22,"person:Pär Hommerberg 
Liberalerna",mentions_person,1
doc:23,case:RS-2026-0376,belongs_to,1
doc:23,topic:transport,mentions_topic,1
doc:23,"person:Trafikregionråd 
Jakop Dalunde",mentions_person,1
doc:23,person:Pär Hommerberg,mentions_person,1
doc:23,person:Pär Hommerberg,mentions_person,1
doc:23,person:Jakop Dalunde,mentions_person,1
doc:24,case:RS-2026-0365,belongs_to,1
doc:24,topic:ai,mentions_topic,1
doc:24,topic:budget,mentions_topic,1
doc:24,topic:healthcare,mentions_topic,1
doc:24,topic:transport,mentions_topic,1
doc:24,topic:governance,mentions_topic,1
doc:24,person:Amelie Tarschys Ingre,mentions_person,1
doc:24,person:Amelie Tarschys Ingre,mentions_person,1
doc:25,case:RS-2026-0365,belongs_to,1
doc:25,topic:ai,mentions_topic,1
doc:25,topic:budget,mentions_topic,1
doc:25,topic:healthcare,mentions_topic,1
doc:25,topic:transport,mentions_topic,1
doc:25,topic:governance,mentions_topic,1
doc:25,"person:Finansregionråd 
Aida",mentions_person,1
doc:25,"person:Amelie Tarschys 
Ingre",mentions_person,1
doc:25,person:Tarschys Ingre,mentions_person,1
doc:25,person:Från Alfred Nobels,mentions_person,1
doc:25,person:Regional AI,mentions_person,1
doc:25,person:Digital Futures,mentions_person,1
doc:25,person:AI Sweden,mentions_person,1
doc:26,case:RS-2026-0364,belongs_to,1
doc:26,topic:budget,mentions_topic,1
doc:26,topic:transport,mentions_topic,1
doc:26,topic:governance,mentions_topic,1
doc:26,person:Anna Sehlin,mentions_person,1
doc:26,"person:Region 
Stockholm",mentions_person,1
doc:26,person:IVL Svenska Miljöinstitutet,mentions_person,1
doc:26,person:Enligt IVL,mentions_person,1
doc:26,person:Anna Sehlin,mentions_person,1
doc:27,case:RS-2026-0364,belongs_to,1
doc:27,topic:transport,mentions_topic,1
doc:27,topic:governance,mentions_topic,1
doc:27,person:Märta Martin-Granlund,mentions_person,1
doc:27,person:Anna Sehlin,mentions_person,1
doc:27,person:Anna Sehlin,mentions_person,1
doc:27,"person:Region 
Stockholms",mentions_person,1
doc:27,"person:Region 
Stockholm",mentions_person,1
doc:27,person:Märta Martin-Granlund,mentions_person,1
doc:28,case:RS-2026-0370,belongs_to,1
doc:28,topic:healthcare,mentions_topic,1
doc:28,topic:transport,mentions_topic,1
doc:28,topic:governance,mentions_topic,1
doc:28,person:Amelie Tarschys Ingre,mentions_person,1
doc:28,person:Som Liberalerna,mentions_person,1
doc:28,person:Amelie Tarschys Ingre,mentions_person,1
doc:29,case:RS-2026-0370,belongs_to,1
doc:29,topic:budget,mentions_topic,1
doc:29,topic:healthcare,mentions_topic,1
doc:29,topic:transport,mentions_topic,1
doc:29,topic:governance,mentions_topic,1
doc:29,"person:Primärvårdsregionråd 
Christine Lorne",mentions_person,1
doc:29,"person:Amelie Tarschys 
Ingre",mentions_person,1
doc:29,person:Amelie Tarschys Ingre,mentions_person,1
doc:29,person:Att ListOn,mentions_person,1
doc:29,person:Christine Lorne,mentions_person,1
doc:30,case:RS-2026-0378,belongs_to,1
doc:30,topic:healthcare,mentions_topic,1
doc:30,topic:transport,mentions_topic,1
doc:30,topic:governance,mentions_topic,1
doc:30,person:Moderaterna INTERPELLATION,mentions_person,1
doc:30,person:Peter Ohlsson,mentions_person,1
doc:30,"person:Region 
Stockholm",mentions_person,1
doc:30,"person:Peter Ohlsson 
Moderaterna",mentions_person,1
doc:31,case:RS-2026-0378,belongs_to,1
doc:31,topic:healthcare,mentions_topic,1
doc:31,topic:transport,mentions_topic,1
doc:31,topic:governance,mentions_topic,1
doc:31,person:Sensitive Information,mentions_person,1
doc:31,"person:Primärvårdsregionråd 
Christine Lorne",mentions_person,1
doc:31,person:Peter Ohlsson,mentions_person,1
doc:31,person:Peter Ohlsson,mentions_person,1
doc:31,"person:Region 
Stockholm",mentions_person,1
doc:31,person:Sensitive Information,mentions_person,1
doc:31,"person:Karolinska 
Universitetssjukhuset",mentions_person,1
doc:31,person:Angående IVO-rapporten,mentions_person,1
doc:31,person:Sensitive Information,mentions_person,1
doc:31,person:Christine Lorne,mentions_person,1
doc:32,case:RS-2026-0373,belongs_to,1
doc:32,topic:budget,mentions_topic,1
doc:32,topic:healthcare,mentions_topic,1
doc:32,topic:transport,mentions_topic,1
doc:32,topic:governance,mentions_topic,1
doc:32,person:Moderaterna INTERPELLATION,mentions_person,1
doc:32,person:Charlotte Broberg,mentions_person,1
doc:32,"person:Stockholm 
  
De",mentions_person,1
doc:32,"person:Från 
Moderaterna",mentions_person,1
doc:32,"person:Region 
Stockholm",mentions_person,1
doc:32,person:Sankt Görans,mentions_person,1
doc:32,person:Moderaterna INTERPELLATION,mentions_person,1
doc:32,person:Moderaterna INTERPELLATION,mentions_person,1
doc:32,"person:Charlotte Broberg 
Moderaterna",mentions_person,1
doc:33,case:RS-2026-0373,belongs_to,1
doc:33,topic:healthcare,mentions_topic,1
doc:33,topic:transport,mentions_topic,1
doc:33,topic:governance,mentions_topic,1
doc:33,person:Sandra Ivanovic Rubin,mentions_person,1
doc:33,person:Charlotte Broberg,mentions_person,1
doc:33,"person:Stockholm  
 
 
Charlotte Broberg",mentions_person,1
doc:33,person:För SLSO,mentions_person,1
doc:33,person:Såväl SLSO,mentions_person,1
doc:33,person:RPO Psykisk,mentions_person,1
doc:33,person:Sandra Ivanovic Rubin,mentions_person,1
doc:34,case:RS-2026-0372,belongs_to,1
doc:34,topic:budget,mentions_topic,1
doc:34,topic:governance,mentions_topic,1
doc:34,person:Maria Leissner,mentions_person,1
doc:34,"person:Maria Leissner  
Liberalerna",mentions_person,1
doc:35,case:RS-2026-0372,belongs_to,1
doc:35,topic:budget,mentions_topic,1
doc:35,topic:transport,mentions_topic,1
doc:35,"person:Personalregionråd 
Robert Johansson",mentions_person,1
doc:35,person:Maria Leissner,mentions_person,1
doc:35,person:Maria Leissner,mentions_person,1
doc:35,person:Robert Johansson,mentions_person,1
doc:36,case:unknown_case,belongs_to,1
doc:36,topic:ai,mentions_topic,1
doc:36,topic:budget,mentions_topic,1
doc:36,topic:healthcare,mentions_topic,1
doc:36,topic:transport,mentions_topic,1
doc:36,person:Moderaterna INTERPELLATION,mentions_person,1
doc:36,person:Leif Gripestam,mentions_person,1
doc:36,"person:Sverige 
 
Under",mentions_person,1
doc:36,person:Cambio Healthcare Systems,mentions_person,1
doc:36,person:Take Care,mentions_person,1
doc:36,person:Regionerna Blekinge,mentions_person,1
doc:36,person:Familjeläkaren Marija Kramar,mentions_person,1
doc:36,person:Region Gävleborg,mentions_person,1
doc:36,person:Region Halland,mentions_person,1
doc:36,person:Dagens Medicin,mentions_person,1
doc:36,"person:Sveriges 
Radio",mentions_person,1
doc:36,person:Moderaterna INTERPELLATION,mentions_person,1
doc:36,"person:Leif Gripestam 
Moderaterna",mentions_person,1
doc:37,case:unknown_case,belongs_to,1
doc:37,topic:ai,mentions_topic,1
doc:37,topic:budget,mentions_topic,1
doc:37,topic:healthcare,mentions_topic,1
doc:37,topic:transport,mentions_topic,1
doc:37,topic:governance,mentions_topic,1
doc:37,"person:Personalregionråd 
Robert Johansson",mentions_person,1
doc:37,"person:Leif 
Gripestam",mentions_person,1
doc:37,"person:Sverige 
 
Leif Gripenstam",mentions_person,1
doc:37,"person:Region 
Stockholm",mentions_person,1
doc:37,person:Robert Johansson,mentions_person,1
doc:38,case:unknown_case,belongs_to,1
doc:38,topic:ai,mentions_topic,1
doc:38,topic:budget,mentions_topic,1
doc:38,topic:healthcare,mentions_topic,1
doc:38,topic:transport,mentions_topic,1
doc:38,topic:governance,mentions_topic,1
doc:38,person:Axel Conradi,mentions_person,1
doc:38,person:Tony Björklund,mentions_person,1
doc:38,person:Robert Johansson,mentions_person,1
doc:38,person:Talla Alkurdi,mentions_person,1
doc:38,person:Carl-Johan Schiller,mentions_person,1
doc:38,person:Talla Alkurdi,mentions_person,1
doc:38,person:Sandra Ivanovic Rubin,mentions_person,1
doc:38,person:Amelie Tarschys Ingre,mentions_person,1
doc:38,person:Robert Johansson,mentions_person,1
doc:38,person:Talla Alkurdi,mentions_person,1
doc:38,person:Charlotte Broberg,mentions_person,1
doc:38,person:Talla Alkurdi,mentions_person,1
doc:38,person:Britt-Mari Canhasi,mentions_person,1
doc:38,person:Talla Alkurdi,mentions_person,1
doc:38,person:Carl-Johan Schiller,mentions_person,1
doc:39,case:RS-2026-0208,belongs_to,1
doc:39,topic:ai,mentions_topic,1
doc:39,topic:budget,mentions_topic,1
doc:39,topic:transport,mentions_topic,1
doc:39,topic:governance,mentions_topic,1
doc:39,person:Amelie Tarschys Ingre,mentions_person,1
doc:39,person:Aida Hadzialic,mentions_person,1
doc:39,person:Amelie Tarschys Ingre,mentions_person,1
doc:40,case:RS-2026-0208,belongs_to,1
doc:40,topic:ai,mentions_topic,1
doc:40,topic:budget,mentions_topic,1
doc:40,topic:healthcare,mentions_topic,1
doc:40,topic:transport,mentions_topic,1
doc:40,topic:governance,mentions_topic,1
doc:40,"person:Finansregionrådet 
Aida",mentions_person,1
doc:40,person:Amelie Tarschys Ingre,mentions_person,1
doc:40,person:Amelie Tarschys Ingre,mentions_person,1
doc:40,person:För Locum,mentions_person,1
doc:40,person:Inom Trafikförvaltningen,mentions_person,1
doc:41,case:RS-2026-0051,belongs_to,1
doc:41,topic:transport,mentions_topic,1
doc:41,"person:Valärenden 
Befrielser",mentions_person,1
doc:41,person:Kristoffer Tamsons,mentions_person,1
doc:41,person:Johanna Wistrand,mentions_person,1
doc:41,person:Kurt-Erik Thorild,mentions_person,1
doc:41,person:Övervakningsnämnden Stockholm Söder,mentions_person,1
doc:41,"person:Anna-Lena 
Österberg",mentions_person,1
doc:41,person:Tove Sander,mentions_person,1
doc:42,case:RS-2025-0986,belongs_to,1
doc:42,topic:budget,mentions_topic,1
doc:42,topic:healthcare,mentions_topic,1
doc:42,topic:transport,mentions_topic,1
doc:42,"person:Regionledningskontoret 
Elisabet Angelov",mentions_person,1
doc:42,"person:BILAGA   
 
 
 
RS",mentions_person,1
doc:42,"person:Regionstyrelsen 
 
 
Förslag",mentions_person,1
doc:42,person:AB SL Finans,mentions_person,1
doc:42,person:Daniel Angermann  Ledamot,mentions_person,1
doc:42,person:Catarina Strömsten Falkenmark,mentions_person,1
doc:42,person:Fredrik Persson  Ledamot,mentions_person,1
doc:42,person:AB Terreno,mentions_person,1
doc:42,person:Victoria Hörnedal  Ledamot,mentions_person,1
doc:42,person:Dan Eriksson  Ledamot,mentions_person,1
doc:42,person:Charlotte Viksten  Ledamot,mentions_person,1
doc:42,person:Stockholm AB,mentions_person,1
doc:42,person:Andreas Henriksson  Ledamot,mentions_person,1
doc:42,person:Corinne Pedroletti  Ledamot,mentions_person,1
doc:42,person:Christina Sjöstrand  Suppleant,mentions_person,1
doc:43,case:RS-2025-0986,belongs_to,1
doc:43,topic:budget,mentions_topic,1
doc:43,topic:healthcare,mentions_topic,1
doc:43,topic:transport,mentions_topic,1
doc:43,topic:governance,mentions_topic,1
doc:43,"person:Regionledningskontoret  TJÄNSTEUTLÅTANDE  
Elisabet",mentions_person,1
doc:43,"person:Regionstyrelsen 
 
 
Nominering",mentions_person,1
doc:43,"person:Region 
Stockholms",mentions_person,1
doc:43,person:AB SL Finans,mentions_person,1
doc:43,person:AB Terreno,mentions_person,1
doc:43,person:Stockholm AB,mentions_person,1
doc:43,"person:Folktandvården 
Stockholms",mentions_person,1
doc:43,person:MediCarrier AB,mentions_person,1
doc:43,person:Sverige AB,mentions_person,1
doc:43,person:TioHundra AB,mentions_person,1
doc:43,person:Tobiasregistret AB,mentions_person,1
doc:43,person:TJÄNSTEUTLÅTANDE RS,mentions_person,1
doc:43,"person:Sammanfattning 
Regionstyrelsen",mentions_person,1
doc:43,"person:Bakgrund 
Enligt",mentions_person,1
doc:43,person:TioHundra AB,mentions_person,1
doc:44,case:RS-2025-0986,belongs_to,1
doc:44,topic:ai,mentions_topic,1
doc:44,topic:budget,mentions_topic,1
doc:44,topic:healthcare,mentions_topic,1
doc:44,topic:transport,mentions_topic,1
doc:44,"person:Regionstyrelsen 
PROTOKOLLSUTDRAG RS",mentions_person,1
doc:44,person:Ordförande Justerare Exp,mentions_person,1
doc:44,"person:Sammanfattning 
Regionstyrelsen",mentions_person,1
doc:44,"person:Yrkanden 
Ordförande Aida",mentions_person,1
doc:44,"person:Beslut 
Regionstyrelsen",mentions_person,1
doc:44,person:AB SL Finans,mentions_person,1
doc:44,person:AB Terreno,mentions_person,1
doc:44,person:Stockholm AB,mentions_person,1
doc:44,person:Folktandvården Stockholms,mentions_person,1
doc:44,person:MediCarrier AB,mentions_person,1
doc:44,person:Sverige AB,mentions_person,1
doc:44,person:TioHundra AB,mentions_person,1
doc:44,"person:Regionstyrelsen 
PROTOKOLLSUTDRAG RS",mentions_person,1
doc:44,person:Ordförande Justerare Exp,mentions_person,1
doc:44,person:Tobiasregistret AB,mentions_person,1
doc:45,case:RS-2026-0271,belongs_to,1
doc:45,topic:transport,mentions_topic,1
doc:45,"person:Regionledningskontoret 
Elisabet Angelov",mentions_person,1
doc:45,"person:BILAGA   
 
 
 
RS",mentions_person,1
doc:45,"person:Regionstyrelsen 
 
 
Förslag",mentions_person,1
doc:45,person:Michaela Haga,mentions_person,1
doc:45,person:Leif Gripestam,mentions_person,1
doc:45,person:Jakop Dalunde,mentions_person,1
doc:46,case:RS-2026-0271,belongs_to,1
doc:46,topic:transport,mentions_topic,1
doc:46,"person:Regionledningskontoret  TJÄNSTEUTLÅTANDE  
Elisabet",mentions_person,1
doc:46,"person:Regionstyrelsen 
 
 
Val",mentions_person,1
doc:46,"person:Oslo-
Stockholm",mentions_person,1
doc:46,"person:AB 
 
Regionledningskontorets",mentions_person,1
doc:46,"person:Sammanfattning 
Regionfullmäktige",mentions_person,1
doc:46,"person:Bakgrund 
Regionfullmäktige",mentions_person,1
doc:46,person:TJÄNSTEUTLÅTANDE RS,mentions_person,1
doc:46,"person:Emma Lennartsson 
Regiondirektör",mentions_person,1
doc:46,"person:Katarina Holmgren 
Ekonomidirektör",mentions_person,1
doc:46,"person:Oslo-
Stockholm",mentions_person,1
doc:46,"person:AB 
Beslutsexpediering",mentions_person,1
doc:46,"person:AB 
 
 
Godkänd",mentions_person,1
doc:46,person:Emma Lennartsson,mentions_person,1
doc:47,case:RS-2026-0271,belongs_to,1
doc:47,topic:ai,mentions_topic,1
doc:47,topic:transport,mentions_topic,1
doc:47,"person:Regionstyrelsen 
PROTOKOLLSUTDRAG RS",mentions_person,1
doc:47,person:Ordförande Justerare Exp,mentions_person,1
doc:47,"person:AB 
RS",mentions_person,1
doc:47,"person:Sammanfattning 
Regionfullmäktige",mentions_person,1
doc:47,"person:AB 
 
Yrkanden 
Ordförande",mentions_person,1
doc:47,person:Aida Hadzialic,mentions_person,1
doc:47,"person:Beslut 
Regionstyrelsen",mentions_person,1
doc:47,"person:AB 
 
Page",mentions_person,1
doc:47,"person:Regionrådsberedningen 
 
SKRIVELSE",mentions_person,1
doc:47,"person:Regionstyrelsen 
 
 
Val",mentions_person,1
doc:47,"person:Oslo-
Stockholm",mentions_person,1
doc:47,"person:AB 
 
Föredragande",mentions_person,1
doc:47,"person:Ärendebeskrivning 
Regionfullmäktige",mentions_person,1
doc:47,"person:Oslo-
Stockholm",mentions_person,1
doc:47,"person:AB 
 
 
Aida",mentions_person,1
doc:48,case:RS-2026-0120,belongs_to,1
doc:48,topic:budget,mentions_topic,1
doc:48,topic:healthcare,mentions_topic,1
doc:48,topic:transport,mentions_topic,1
doc:48,topic:governance,mentions_topic,1
doc:48,"person:SAMMANTRÄDESPROTOKOLL 
Sida",mentions_person,1
doc:48,"person:Region NORRTÄLJE 
Stockholm",mentions_person,1
doc:48,"person:KOMMUN 
Kommunalförbundet Sjukvård",mentions_person,1
doc:48,"person:Norrtälje 
Sammanträdesdatum",mentions_person,1
doc:48,person:Dnr KSON,mentions_person,1
doc:48,person:Ekonomichef Ulrika Lindberg,mentions_person,1
doc:48,person:Göran Stiernstedt,mentions_person,1
doc:48,"person:Tiohundra AB 
Towa",mentions_person,1
doc:48,person:VD Tiohundra AB,mentions_person,1
doc:48,person:Silfvander Jens,mentions_person,1
doc:48,"person:Tiohundra 
AB",mentions_person,1
doc:48,person:För KSON,mentions_person,1
doc:48,person:Tiohundra AB,mentions_person,1
doc:48,person:Tiohundra AB,mentions_person,1
doc:48,person:Tiohundra AB,mentions_person,1
doc:49,case:unknown_case,belongs_to,1
doc:49,topic:governance,mentions_topic,1
doc:49,"person:Stockholm 
 
Telefon",mentions_person,1
doc:49,"person:Stockholm 
Org",mentions_person,1
